"age","education.num","occupation","race","sex","hours.per.week","income","marital.statusN","educationN","workclassN","native.countryN"
22,11," Prof-specialty"," Asian-Pac-Islander"," Female",39," <=50K"," Unmaried"," Post-Graduate"," Private"," United-States"
42,10," Adm-clerical"," White"," Male",42," >50K"," Maried"," School"," Gov"," United-States"
49,15," Prof-specialty"," Black"," Male",54," <=50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
43,9," Protective-serv"," White"," Male",48," >50K"," Seperated"," School"," Private"," Other"
34,9," Craft-repair"," White"," Male",39," >50K"," Seperated"," School"," Private"," United-States"
58,10," Exec-managerial"," White"," Female",34," <=50K"," Unmaried"," School"," Private"," United-States"
26,9," Adm-clerical"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
39,10," Prof-specialty"," White"," Female",39," >50K"," Seperated"," School"," Private"," United-States"
23,9," Other-service"," White"," Female",14," <=50K"," Unmaried"," School"," Private"," United-States"
28,12," Prof-specialty"," White"," Male",60," <=50K"," Maried"," Bachelors"," Private"," United-States"
52,13," Sales"," Black"," Female",16," <=50K"," Widowed"," Bachelors"," Private"," United-States"
64,8," Craft-repair"," White"," Male",43," <=50K"," Unmaried"," School"," Private"," United-States"
45,12," Prof-specialty"," Black"," Male",48," <=50K"," Seperated"," Bachelors"," Private"," Other"
26,16," Prof-specialty"," White"," Male",68," >50K"," Unmaried"," Post-Graduate"," Gov"," United-States"
31,12," Craft-repair"," White"," Female",49," <=50K"," Unmaried"," Bachelors"," Gov"," United-States"
43,12," Prof-specialty"," Asian-Pac-Islander"," Female",30," >50K"," Maried"," Bachelors"," Gov"," Other"
35,9," Adm-clerical"," White"," Male",34," <=50K"," Unmaried"," School"," Gov"," United-States"
41,9," Tech-support"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
42,9," Craft-repair"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
20,12," Other-service"," White"," Female",22," <=50K"," Unmaried"," Assoc_Degree"," Gov"," United-States"
47,13," Exec-managerial"," Black"," Male",39," >50K"," Maried"," School"," Private"," United-States"
54,14," Prof-specialty"," White"," Male",56," >50K"," Maried"," Bachelors"," Self employed"," United-States"
50,10," Handlers-cleaners"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
23,10," Craft-repair"," White"," Female",39," <=50K"," Seperated"," Assoc_Degree"," Private"," United-States"
50,11," Adm-clerical"," White"," Male",49," >50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
70,14," Prof-specialty"," White"," Male",57," >50K"," Maried"," Bachelors"," Self employed"," United-States"
39,12," Adm-clerical"," White"," Female",34," >50K"," Maried"," Bachelors"," Gov"," United-States"
51,9," Craft-repair"," White"," Male",44," <=50K"," Maried"," School"," Self employed"," United-States"
36,8," Farming-fishing"," Black"," Male",39," <=50K"," Unmaried"," School"," Self employed"," United-States"
23,3," Handlers-cleaners"," White"," Male",16," <=50K"," Unmaried"," School"," Private"," Other"
18,10," Adm-clerical"," White"," Female",28," <=50K"," Unmaried"," School"," Gov"," United-States"
44,8," Adm-clerical"," White"," Female",39," >50K"," Maried"," School"," Private"," United-States"
28,9," Adm-clerical"," Other"," Female",39," <=50K"," Seperated"," School"," Private"," Other"
44,10," Prof-specialty"," White"," Male",39," >50K"," Maried"," Assoc_Degree"," Private"," Other"
43,10," Protective-serv"," White"," Male",39," <=50K"," Maried"," School"," Gov"," United-States"
46,13," Prof-specialty"," White"," Male",39," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
48,6," Craft-repair"," Amer-Indian-Eskimo"," Male",40," <=50K"," Maried"," School"," Private"," Other"
35,12," Sales"," White"," Female",43," <=50K"," Seperated"," Bachelors"," Private"," United-States"
52,12," Exec-managerial"," White"," Male",59," >50K"," Maried"," Bachelors"," Self employed"," United-States"
20,10," Handlers-cleaners"," White"," Male",28," <=50K"," Unmaried"," School"," Private"," United-States"
48,12," Prof-specialty"," White"," Male",44," >50K"," Maried"," Bachelors"," Self employed"," United-States"
22,10," Adm-clerical"," Black"," Female",33," <=50K"," Seperated"," School"," Gov"," United-States"
40,3," Other-service"," Black"," Male",39," <=50K"," Maried"," School"," Private"," Other"
40,3," Adm-clerical"," White"," Male",39," <=50K"," Maried"," School"," Private"," Other"
61,12," Sales"," White"," Male",55," >50K"," Maried"," Bachelors"," Private"," United-States"
22,8," Other-service"," Black"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
71,15," Prof-specialty"," White"," Male",20," <=50K"," Maried"," Post-Graduate"," Self employed"," Other"
43,12," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
21,4," Machine-op-inspct"," White"," Female",21," <=50K"," Seperated"," School"," Private"," United-States"
30,8," Sales"," White"," Male",44," >50K"," Maried"," School"," Self employed"," United-States"
26,3," Prof-specialty"," Asian-Pac-Islander"," Female",39," <=50K"," Unmaried"," School"," Private"," Other"
49,14," Prof-specialty"," Asian-Pac-Islander"," Male",77," >50K"," Maried"," Bachelors"," Self employed"," Other"
25,8," Craft-repair"," Asian-Pac-Islander"," Female",39," <=50K"," Unmaried"," School"," Gov"," Other"
39,12," Prof-specialty"," White"," Female",35," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
25,8," Adm-clerical"," White"," Female",20," <=50K"," Maried"," School"," Self employed"," United-States"
32,9," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
48,9," Other-service"," Black"," Male",39," <=50K"," Widowed"," School"," Private"," United-States"
36,8," Adm-clerical"," White"," Female",30," <=50K"," Seperated"," School"," Private"," United-States"
44,13," Prof-specialty"," White"," Male",44," >50K"," Maried"," Bachelors"," Self employed"," United-States"
37,9," Prof-specialty"," Black"," Female",39," <=50K"," Seperated"," School"," Gov"," United-States"
40,9," Other-service"," White"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
20,10," Handlers-cleaners"," White"," Male",20," <=50K"," Unmaried"," School"," Gov"," United-States"
40,12," Adm-clerical"," White"," Female",40," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
42,8," Craft-repair"," White"," Male",43," <=50K"," Maried"," School"," Private"," United-States"
59,8," Transport-moving"," White"," Male",33," >50K"," Maried"," School"," Self employed"," United-States"
56,10," Sales"," White"," Male",10," >50K"," Maried"," School"," Private"," United-States"
39,2," Machine-op-inspct"," White"," Male",40," <=50K"," Unmaried"," School"," Private"," Other"
76,3," Prof-specialty"," White"," Female",39," <=50K"," Widowed"," Post-Graduate"," Private"," United-States"
22,9," Craft-repair"," White"," Male",48," <=50K"," Maried"," School"," Private"," United-States"
40,10," Exec-managerial"," White"," Male",55," >50K"," Unmaried"," School"," Self employed"," United-States"
38,13," Exec-managerial"," White"," Male",49," >50K"," Unmaried"," Bachelors"," Gov"," United-States"
21,10," Farming-fishing"," White"," Male",28," >50K"," Unmaried"," School"," Private"," United-States"
48,10," Craft-repair"," Black"," Male",39," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
46,9," Other-service"," Amer-Indian-Eskimo"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
51,13," Sales"," White"," Male",73," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
44,9," Transport-moving"," Asian-Pac-Islander"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
44,7," Craft-repair"," White"," Male",44," >50K"," Maried"," Post-Graduate"," Private"," United-States"
26,6," Sales"," Other"," Female",21," <=50K"," Unmaried"," School"," Private"," United-States"
19,9," Other-service"," White"," Male",19," <=50K"," Unmaried"," School"," Private"," United-States"
31,12," Transport-moving"," White"," Male",39," <=50K"," Maried"," Bachelors"," Private"," United-States"
39,13," Prof-specialty"," Other"," Male",53," >50K"," Maried"," Bachelors"," Private"," Other"
42,9," Craft-repair"," White"," Female",40," >50K"," Seperated"," School"," Private"," United-States"
53,12," Prof-specialty"," White"," Male",72," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
20,8," Other-service"," White"," Male",21," <=50K"," Unmaried"," School"," Gov"," United-States"
44,12," Prof-specialty"," White"," Male",59," <=50K"," Maried"," Bachelors"," Gov"," United-States"
42,8," Other-service"," Black"," Female",39," <=50K"," Seperated"," School"," Gov"," United-States"
25,12," Adm-clerical"," Asian-Pac-Islander"," Female",36," <=50K"," Seperated"," Bachelors"," Gov"," United-States"
44,12," Prof-specialty"," White"," Female",35," <=50K"," Seperated"," Bachelors"," Gov"," United-States"
39,9," Farming-fishing"," Other"," Male",34," <=50K"," Maried"," School"," Self employed"," United-States"
42,14," Prof-specialty"," White"," Female",43," >50K"," Unmaried"," Post-Graduate"," Gov"," United-States"
25,8," Craft-repair"," White"," Female",49," <=50K"," Unmaried"," School"," Private"," United-States"
49,12," Exec-managerial"," Asian-Pac-Islander"," Female",40," <=50K"," Maried"," Bachelors"," Private"," Other"
50,12," Adm-clerical"," White"," Male",39," <=50K"," Seperated"," Bachelors"," Gov"," United-States"
57,9," Sales"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
60,8," Craft-repair"," Asian-Pac-Islander"," Male",56," <=50K"," Maried"," School"," Self employed"," United-States"
38,3," Farming-fishing"," White"," Male",70," >50K"," Maried"," School"," Self employed"," United-States"
20,10," Handlers-cleaners"," Asian-Pac-Islander"," Male",29," <=50K"," Unmaried"," School"," Self employed"," United-States"
46,12," Prof-specialty"," Asian-Pac-Islander"," Female",45," <=50K"," Seperated"," Bachelors"," Self employed"," United-States"
45,9," Sales"," Black"," Male",39," >50K"," Maried"," School"," Private"," United-States"
41,9," Adm-clerical"," Black"," Male",43," >50K"," Maried"," School"," Private"," United-States"
23,8," Handlers-cleaners"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
59,8," Sales"," White"," Male",45," >50K"," Maried"," School"," Private"," United-States"
20,10," Other-service"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
41,9," Handlers-cleaners"," White"," Female",17," <=50K"," Maried"," School"," Private"," United-States"
60,4," Machine-op-inspct"," White"," Male",29," <=50K"," Unmaried"," School"," Private"," United-States"
47,6," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," Bachelors"," Private"," United-States"
21,3," Adm-clerical"," Other"," Female",39," <=50K"," Unmaried"," School"," Private"," Other"
61,9," Protective-serv"," Black"," Male",34," <=50K"," Maried"," School"," Private"," Other"
45,10," Adm-clerical"," White"," Male",29," >50K"," Seperated"," School"," Private"," United-States"
31,12," Adm-clerical"," White"," Male",39," <=50K"," Unmaried"," Bachelors"," Unemployed"," United-States"
50,8," Adm-clerical"," White"," Female",39," <=50K"," Widowed"," School"," Private"," United-States"
48,13," Craft-repair"," White"," Male",57," <=50K"," Maried"," School"," Private"," United-States"
42,5," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
30,4," Farming-fishing"," White"," Male",33," <=50K"," Maried"," School"," Self employed"," United-States"
40,9," Machine-op-inspct"," Black"," Female",39," >50K"," Widowed"," School"," Gov"," United-States"
47,7," Other-service"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
43,12," Other-service"," Black"," Female",39," >50K"," Maried"," School"," Self employed"," United-States"
50,13," Prof-specialty"," Asian-Pac-Islander"," Female",49," <=50K"," Unmaried"," Bachelors"," Private"," Other"
33,14," Prof-specialty"," Other"," Female",40," >50K"," Seperated"," Post-Graduate"," Gov"," Other"
20,9," Craft-repair"," Black"," Male",36," <=50K"," Seperated"," School"," Gov"," Other"
24,10," Adm-clerical"," Asian-Pac-Islander"," Male",48," <=50K"," Unmaried"," School"," Private"," United-States"
45,8," Exec-managerial"," White"," Male",56," >50K"," Maried"," School"," Self employed"," United-States"
37,9," Handlers-cleaners"," Black"," Female",39," <=50K"," Seperated"," School"," Gov"," United-States"
61,10," Craft-repair"," White"," Female",39," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
43,3," Prof-specialty"," White"," Male",35," >50K"," Maried"," School"," Private"," Other"
49,8," Sales"," Black"," Male",52," >50K"," Maried"," School"," Self employed"," United-States"
40,8," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
56,11," Adm-clerical"," White"," Female",68," <=50K"," Unmaried"," Assoc_Degree"," Gov"," United-States"
42,13," Adm-clerical"," White"," Female",30," <=50K"," Widowed"," School"," Self employed"," United-States"
44,3," Craft-repair"," White"," Male",44," <=50K"," Maried"," School"," Self employed"," United-States"
22,10," Adm-clerical"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
52,11," Sales"," White"," Male",63," <=50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
39,9," Other-service"," Black"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
27,9," Handlers-cleaners"," Black"," Male",40," <=50K"," Maried"," School"," Private"," United-States"
42,9," Adm-clerical"," White"," Female",30," <=50K"," Seperated"," School"," Private"," United-States"
45,3," Prof-specialty"," White"," Male",29," <=50K"," Unmaried"," Post-Graduate"," Private"," Other"
18,10," Adm-clerical"," White"," Male",29," <=50K"," Unmaried"," School"," Gov"," United-States"
44,12," Adm-clerical"," White"," Male",70," >50K"," Maried"," Bachelors"," Self employed"," United-States"
19,9," Adm-clerical"," White"," Female",44," <=50K"," Unmaried"," School"," Self employed"," United-States"
47,8," Adm-clerical"," Black"," Female",34," <=50K"," Maried"," School"," Self employed"," United-States"
40,9," Craft-repair"," Black"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
33,14," Prof-specialty"," White"," Male",39," >50K"," Maried"," Bachelors"," Self employed"," United-States"
26,11," Tech-support"," Black"," Male",42," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
45,13," Exec-managerial"," White"," Female",39," >50K"," Maried"," Bachelors"," Gov"," United-States"
67,12," Prof-specialty"," White"," Male",65," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
38,9," Protective-serv"," Black"," Male",39," <=50K"," Maried"," School"," Gov"," United-States"
47,12," Adm-clerical"," White"," Female",20," >50K"," Maried"," Bachelors"," Private"," Other"
37,15," Prof-specialty"," White"," Male",39," >50K"," Unmaried"," Bachelors"," Private"," United-States"
44,9," Adm-clerical"," Black"," Female",34," <=50K"," Maried"," School"," Private"," United-States"
42,12," Sales"," White"," Male",45," >50K"," Maried"," Bachelors"," Private"," United-States"
26,10," Adm-clerical"," Asian-Pac-Islander"," Female",39," <=50K"," Unmaried"," School"," Gov"," Other"
36,9," Sales"," White"," Male",39," >50K"," Maried"," School"," Self employed"," United-States"
34,8," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
19,10," Handlers-cleaners"," Black"," Male",29," <=50K"," Unmaried"," School"," Self employed"," Other"
35,12," Adm-clerical"," Asian-Pac-Islander"," Female",39," <=50K"," Maried"," Bachelors"," Private"," Other"
18,9," Handlers-cleaners"," White"," Male",30," <=50K"," Unmaried"," School"," Private"," United-States"
50,12," Exec-managerial"," White"," Male",58," >50K"," Maried"," Bachelors"," Private"," United-States"
38,9," Sales"," White"," Male",55," >50K"," Maried"," School"," Self employed"," United-States"
64,9," Tech-support"," White"," Male",39," <=50K"," Seperated"," Post-Graduate"," Private"," United-States"
40,8," Adm-clerical"," White"," Female",35," <=50K"," Widowed"," School"," Private"," United-States"
43,10," Transport-moving"," White"," Male",63," <=50K"," Maried"," School"," Gov"," United-States"
53,12," Adm-clerical"," White"," Male",39," <=50K"," Seperated"," Assoc_Degree"," Private"," United-States"
39,3," Sales"," White"," Male",39," <=50K"," Maried"," School"," Private"," Other"
64,8," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," School"," Gov"," United-States"
26,10," Sales"," Black"," Female",5," <=50K"," Unmaried"," School"," Self employed"," Other"
49,13," Prof-specialty"," Asian-Pac-Islander"," Male",40," <=50K"," Unmaried"," Post-Graduate"," Self employed"," Other"
28,3," Machine-op-inspct"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
47,12," Sales"," White"," Male",49," >50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
17,7," Sales"," Asian-Pac-Islander"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
29,13," Sales"," White"," Male",49," <=50K"," Seperated"," Bachelors"," Private"," Other"
66,12," Sales"," White"," Male",49," <=50K"," Maried"," Bachelors"," Self employed"," United-States"
57,8," Sales"," White"," Female",36," <=50K"," Seperated"," School"," Gov"," United-States"
45,8," Adm-clerical"," White"," Male",39," <=50K"," Maried"," School"," Gov"," United-States"
81,12," Other-service"," White"," Female",61," <=50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
17,9," Sales"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
54,9," Adm-clerical"," Black"," Female",29," <=50K"," Seperated"," School"," Private"," United-States"
39,8," Craft-repair"," Black"," Male",20," <=50K"," Maried"," School"," Self employed"," United-States"
45,9," Craft-repair"," White"," Male",39," >50K"," Maried"," School"," Gov"," Other"
43,14," Prof-specialty"," White"," Male",39," >50K"," Maried"," Bachelors"," Gov"," United-States"
42,9," Other-service"," Black"," Male",39," <=50K"," Widowed"," School"," Private"," United-States"
47,15," Prof-specialty"," White"," Male",40," >50K"," Unmaried"," Bachelors"," Private"," United-States"
65,10," Other-service"," White"," Male",39," >50K"," Seperated"," School"," Gov"," United-States"
42,12," Exec-managerial"," White"," Male",40," <=50K"," Maried"," Bachelors"," Private"," United-States"
40,14," Prof-specialty"," White"," Male",40," >50K"," Maried"," Bachelors"," Private"," United-States"
48,14," Prof-specialty"," Asian-Pac-Islander"," Male",20," >50K"," Maried"," Bachelors"," Self employed"," United-States"
43,9," Transport-moving"," Black"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
67,9," Farming-fishing"," Black"," Male",39," <=50K"," Widowed"," School"," Private"," United-States"
28,12," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," Bachelors"," Gov"," United-States"
42,4," Farming-fishing"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
46,9," Sales"," White"," Male",39," <=50K"," Maried"," School"," Without-pay"," United-States"
51,9," Machine-op-inspct"," White"," Male",39," <=50K"," Maried"," School"," Private"," Other"
44,9," Adm-clerical"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
38,9," Adm-clerical"," Black"," Female",19," <=50K"," Unmaried"," School"," Private"," United-States"
36,8," Sales"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
47,13," Exec-managerial"," White"," Female",40," <=50K"," Seperated"," Bachelors"," Private"," United-States"
15,6," Other-service"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
35,10," Tech-support"," Black"," Female",40," <=50K"," Unmaried"," School"," Private"," United-States"
41,6," Adm-clerical"," White"," Female",50," <=50K"," Widowed"," School"," Private"," United-States"
47,11," Adm-clerical"," White"," Female",39," >50K"," Maried"," Assoc_Degree"," Private"," United-States"
32,6," Sales"," White"," Female",30," <=50K"," Unmaried"," School"," Private"," United-States"
24,3," Other-service"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," Other"
34,8," Adm-clerical"," Black"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
15,7," Handlers-cleaners"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
28,9," Tech-support"," White"," Female",39," >50K"," Unmaried"," School"," Self employed"," United-States"
26,12," Sales"," Asian-Pac-Islander"," Female",35," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
36,8," Adm-clerical"," White"," Male",35," <=50K"," Unmaried"," School"," Private"," United-States"
25,6," Craft-repair"," White"," Male",40," <=50K"," Unmaried"," School"," Private"," United-States"
31,10," Machine-op-inspct"," White"," Female",39," >50K"," Unmaried"," School"," Private"," Other"
25,9," Adm-clerical"," Black"," Female",39," <=50K"," Unmaried"," School"," Gov"," United-States"
58,9," Machine-op-inspct"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
43,15," Prof-specialty"," Other"," Male",39," >50K"," Maried"," Bachelors"," Self employed"," Other"
19,6," Transport-moving"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
19,9," Other-service"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
44,12," Adm-clerical"," White"," Male",39," <=50K"," Maried"," Bachelors"," Private"," United-States"
15,7," Other-service"," White"," Male",17," <=50K"," Unmaried"," School"," Private"," United-States"
33,13," Exec-managerial"," White"," Male",45," <=50K"," Maried"," Bachelors"," Private"," United-States"
45,10," Craft-repair"," White"," Male",48," <=50K"," Unmaried"," School"," Private"," United-States"
44,13," Prof-specialty"," Asian-Pac-Islander"," Male",39," <=50K"," Maried"," School"," Private"," Other"
19,8," Machine-op-inspct"," Black"," Male",40," <=50K"," Maried"," School"," Private"," Other"
65,4," Farming-fishing"," Black"," Male",50," <=50K"," Maried"," School"," Self employed"," United-States"
20,10," Exec-managerial"," Black"," Female",64," <=50K"," Unmaried"," School"," Private"," United-States"
35,9," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
43,8," Sales"," White"," Male",39," >50K"," Maried"," School"," Gov"," United-States"
42,15," Prof-specialty"," White"," Female",39," <=50K"," Seperated"," Bachelors"," Private"," United-States"
30,10," Adm-clerical"," Black"," Male",29," <=50K"," Unmaried"," School"," Self employed"," United-States"
47,6," Other-service"," Black"," Female",34," <=50K"," Seperated"," School"," Private"," United-States"
37,8," Adm-clerical"," White"," Female",35," >50K"," Maried"," School"," Gov"," United-States"
36,9," Craft-repair"," White"," Male",35," >50K"," Maried"," School"," Gov"," United-States"
51,8," Farming-fishing"," White"," Female",39," <=50K"," Maried"," School"," Private"," United-States"
52,9," Transport-moving"," Black"," Male",29," >50K"," Maried"," School"," Self employed"," United-States"
36,8," Other-service"," White"," Female",39," <=50K"," Unmaried"," School"," Self employed"," United-States"
44,14," Prof-specialty"," White"," Male",57," >50K"," Maried"," Bachelors"," Self employed"," United-States"
40,8," Adm-clerical"," White"," Male",39," >50K"," Maried"," School"," Gov"," United-States"
19,9," Other-service"," White"," Male",19," <=50K"," Unmaried"," School"," Private"," United-States"
22,10," Tech-support"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
43,9," Adm-clerical"," Asian-Pac-Islander"," Female",40," >50K"," Maried"," School"," Private"," Other"
25,9," Adm-clerical"," Other"," Female",30," <=50K"," Unmaried"," School"," Private"," Other"
62,4," Craft-repair"," White"," Male",35," <=50K"," Maried"," School"," Self employed"," United-States"
23,9," Protective-serv"," White"," Male",29," <=50K"," Unmaried"," School"," Private"," United-States"
17,10," Handlers-cleaners"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
41,10," Craft-repair"," White"," Male",40," <=50K"," Seperated"," School"," Gov"," United-States"
26,12," Adm-clerical"," White"," Female",29," <=50K"," Unmaried"," Bachelors"," Private"," Other"
27,12," Adm-clerical"," White"," Male",44," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
40,8," Prof-specialty"," White"," Male",55," >50K"," Maried"," School"," Self employed"," United-States"
44,2," Handlers-cleaners"," White"," Male",39," <=50K"," Maried"," School"," Private"," Other"
25,7," Transport-moving"," Black"," Male",43," <=50K"," Maried"," School"," Self employed"," United-States"
43,14," Prof-specialty"," White"," Male",90," >50K"," Unmaried"," Bachelors"," Self employed"," Other"
46,8," Machine-op-inspct"," Other"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
30,9," Sales"," White"," Male",29," <=50K"," Seperated"," School"," Gov"," United-States"
54,13," Prof-specialty"," Asian-Pac-Islander"," Male",39," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
47,12," Adm-clerical"," White"," Female",40," <=50K"," Seperated"," Bachelors"," Private"," United-States"
17,8," Handlers-cleaners"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
46,9," Adm-clerical"," White"," Female",39," >50K"," Widowed"," School"," Private"," United-States"
48,11," Adm-clerical"," White"," Male",67," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
40,12," Adm-clerical"," White"," Female",40," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
37,8," Other-service"," Amer-Indian-Eskimo"," Male",34," <=50K"," Widowed"," School"," Self employed"," United-States"
41,8," Sales"," White"," Female",54," <=50K"," Maried"," School"," Private"," United-States"
29,8," Sales"," White"," Female",7," >50K"," Maried"," School"," Self employed"," United-States"
35,9," Sales"," Asian-Pac-Islander"," Male",39," >50K"," Maried"," School"," Gov"," United-States"
41,13," Prof-specialty"," White"," Male",42," >50K"," Maried"," Bachelors"," Gov"," United-States"
44,9," Sales"," Black"," Male",39," <=50K"," Seperated"," School"," Private"," Other"
27,10," Adm-clerical"," White"," Female",40," <=50K"," Unmaried"," School"," Private"," Other"
28,11," Adm-clerical"," White"," Female",43," <=50K"," Unmaried"," Assoc_Degree"," Gov"," United-States"
24,12," Sales"," White"," Female",35," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
25,8," Adm-clerical"," White"," Female",59," <=50K"," Seperated"," School"," Self employed"," United-States"
22,7," Craft-repair"," White"," Male",34," <=50K"," Maried"," School"," Private"," United-States"
34,9," Adm-clerical"," White"," Female",44," >50K"," Unmaried"," School"," Private"," United-States"
37,12," Adm-clerical"," White"," Female",39," >50K"," Maried"," Bachelors"," Gov"," United-States"
30,13," Prof-specialty"," Asian-Pac-Islander"," Male",59," <=50K"," Unmaried"," Bachelors"," Self employed"," Other"
59,13," Prof-specialty"," White"," Male",35," <=50K"," Maried"," Post-Graduate"," Gov"," United-States"
18,8," Craft-repair"," White"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
26,10," Adm-clerical"," Black"," Female",30," <=50K"," Unmaried"," School"," Private"," United-States"
23,3," Craft-repair"," Asian-Pac-Islander"," Female",29," <=50K"," Unmaried"," School"," Private"," Other"
45,12," Sales"," White"," Male",54," >50K"," Maried"," School"," Self employed"," United-States"
26,9," Adm-clerical"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," Other"
45,13," Other-service"," White"," Male",49," <=50K"," Unmaried"," Bachelors"," Self employed"," United-States"
20,6," Other-service"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," Other"
39,12," Prof-specialty"," Amer-Indian-Eskimo"," Female",39," >50K"," Maried"," Bachelors"," Gov"," United-States"
45,9," Adm-clerical"," White"," Female",40," >50K"," Unmaried"," School"," Private"," United-States"
23,13," Exec-managerial"," White"," Male",58," >50K"," Unmaried"," Bachelors"," Self employed"," United-States"
40,9," Craft-repair"," White"," Male",41," <=50K"," Maried"," School"," Self employed"," United-States"
24,8," Transport-moving"," Black"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
43,9," Other-service"," White"," Male",35," <=50K"," Seperated"," School"," Self employed"," Other"
57,8," Craft-repair"," Amer-Indian-Eskimo"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
48,12," Other-service"," Black"," Female",17," <=50K"," Unmaried"," Bachelors"," Gov"," United-States"
33,8," Protective-serv"," Black"," Female",14," <=50K"," Seperated"," School"," Gov"," United-States"
42,14," Prof-specialty"," White"," Male",72," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
22,12," Sales"," White"," Male",39," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
24,9," Sales"," White"," Male",34," >50K"," Maried"," School"," Private"," United-States"
25,12," Other-service"," Black"," Male",39," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
20,10," Prof-specialty"," White"," Female",40," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
28,9," Prof-specialty"," Asian-Pac-Islander"," Male",58," <=50K"," Maried"," School"," Private"," United-States"
38,4," Machine-op-inspct"," White"," Female",30," <=50K"," Widowed"," School"," Private"," United-States"
54,3," Machine-op-inspct"," White"," Male",39," >50K"," Maried"," School"," Private"," Other"
25,7," Machine-op-inspct"," White"," Female",20," <=50K"," Seperated"," School"," Private"," United-States"
